dti,int_rate,annual_inc,loan_amnt,year,period_label
10.48,10.49,89000.0,16000.0,2017,monitoring (2015-18)
22.72,30.79,33120.0,13225.0,2017,monitoring (2015-18)
19.2,20.0,65000.0,15000.0,2018,monitoring (2015-18)
13.94,27.34,26000.0,1200.0,2016,monitoring (2015-18)
9.88,20.99,95337.5,31200.0,2016,monitoring (2015-18)
5.68,30.84,34000.0,7000.0,2016,monitoring (2015-18)
15.6,10.75,36000.0,8000.0,2016,monitoring (2015-18)
8.87,14.99,23000.0,4000.0,2015,monitoring (2015-18)
5.55,7.46,48000.0,8000.0,2018,monitoring (2015-18)
14.86,9.44,55000.0,13200.0,2017,monitoring (2015-18)
20.2,15.99,73000.0,16825.0,2015,monitoring (2015-18)
22.62,12.74,40000.0,4500.0,2016,monitoring (2015-18)
33.59,6.99,104000.0,5000.0,2016,monitoring (2015-18)
27.15,19.99,69000.0,26425.0,2015,monitoring (2015-18)
16.06,25.82,68353.0,30750.0,2018,monitoring (2015-18)
32.52,26.77,31000.0,11025.0,2015,monitoring (2015-18)
34.73,25.83,147000.0,35000.0,2015,monitoring (2015-18)
46.12,16.29,70000.0,24000.0,2016,monitoring (2015-18)
15.76,6.11,85000.0,5000.0,2018,monitoring (2015-18)
24.61,26.49,45000.0,19800.0,2016,monitoring (2015-18)
12.54,11.53,130000.0,25000.0,2015,monitoring (2015-18)
31.17,18.06,155000.0,12000.0,2018,monitoring (2015-18)
31.68,13.99,38000.0,13675.0,2015,monitoring (2015-18)
12.02,19.92,150000.0,28000.0,2018,monitoring (2015-18)
18.19,12.74,131000.0,12000.0,2016,monitoring (2015-18)
23.25,28.18,45000.0,11675.0,2016,monitoring (2015-18)
14.7,7.35,93000.0,28000.0,2017,monitoring (2015-18)
14.71,30.75,130000.0,6475.0,2017,monitoring (2015-18)
2.5,5.32,87000.0,15000.0,2017,monitoring (2015-18)
22.95,9.93,33000.0,5525.0,2017,monitoring (2015-18)
15.25,12.73,65000.0,40000.0,2018,monitoring (2015-18)
8.23,10.9,35000.0,24000.0,2018,monitoring (2015-18)
26.64,23.99,65000.0,12000.0,2016,monitoring (2015-18)
15.83,13.44,100000.0,4000.0,2016,monitoring (2015-18)
1.73,18.55,73324.8,33725.0,2015,monitoring (2015-18)
4.26,27.31,51000.0,8775.0,2015,monitoring (2015-18)
35.03,21.99,67000.0,29450.0,2015,monitoring (2015-18)
6.45,6.97,40000.0,10000.0,2016,monitoring (2015-18)
29.01,11.47,45000.0,9600.0,2016,monitoring (2015-18)
13.78,26.31,39000.0,15000.0,2018,monitoring (2015-18)
25.04,5.32,96000.0,24000.0,2016,monitoring (2015-18)
18.36,7.99,40000.0,12800.0,2016,monitoring (2015-18)
21.71,24.99,84000.0,35000.0,2015,monitoring (2015-18)
32.71,30.79,81000.0,12600.0,2017,monitoring (2015-18)
24.57,13.67,75500.0,20000.0,2016,monitoring (2015-18)
35.7,30.17,52000.0,33000.0,2018,monitoring (2015-18)
6.11,7.21,90000.0,30000.0,2017,monitoring (2015-18)
26.13,17.27,40000.0,15000.0,2016,monitoring (2015-18)
14.8,9.93,52000.0,16000.0,2018,monitoring (2015-18)
11.5,11.53,180000.0,24000.0,2015,monitoring (2015-18)
12.76,21.99,300000.0,28000.0,2015,monitoring (2015-18)
24.89,12.69,27200.0,5000.0,2015,monitoring (2015-18)
15.6,6.11,60000.0,12000.0,2018,monitoring (2015-18)
26.46,13.33,68000.0,24000.0,2015,monitoring (2015-18)
7.67,30.94,240000.0,35000.0,2018,monitoring (2015-18)
30.96,24.99,33600.0,12075.0,2015,monitoring (2015-18)
16.23,26.77,78000.0,24000.0,2018,monitoring (2015-18)
33.04,24.99,15000.0,4800.0,2016,monitoring (2015-18)
4.21,14.08,77000.0,32500.0,2017,monitoring (2015-18)
9.92,11.22,125000.0,28000.0,2015,monitoring (2015-18)
16.34,15.05,60000.0,7000.0,2017,monitoring (2015-18)
18.36,8.18,60000.0,20000.0,2015,monitoring (2015-18)
25.38,11.39,54000.0,15000.0,2017,monitoring (2015-18)
7.16,5.32,300000.0,32000.0,2017,monitoring (2015-18)
15.15,7.99,45000.0,8000.0,2016,monitoring (2015-18)
23.63,19.03,73695.0,12800.0,2017,monitoring (2015-18)
15.22,5.32,75000.0,15000.0,2017,monitoring (2015-18)
23.0,28.69,48000.0,20000.0,2017,monitoring (2015-18)
12.57,17.99,85000.0,15000.0,2016,monitoring (2015-18)
0.0,30.89,17000.0,5000.0,2017,monitoring (2015-18)
12.68,6.99,83000.0,8400.0,2016,monitoring (2015-18)
22.73,22.99,37000.0,15450.0,2015,monitoring (2015-18)
33.51,30.89,57000.0,24000.0,2017,monitoring (2015-18)
21.02,26.24,72000.0,8350.0,2016,monitoring (2015-18)
8.76,13.56,70000.0,30000.0,2018,monitoring (2015-18)
20.43,19.92,108000.0,10000.0,2018,monitoring (2015-18)
18.69,10.42,51000.0,4200.0,2017,monitoring (2015-18)
15.78,26.99,110000.0,13950.0,2015,monitoring (2015-18)
25.23,23.99,42000.0,11200.0,2015,monitoring (2015-18)
12.34,25.8,60000.0,18000.0,2015,monitoring (2015-18)
4.92,6.24,130000.0,10000.0,2015,monitoring (2015-18)
22.77,10.49,82000.0,8000.0,2017,monitoring (2015-18)
11.75,16.02,48000.0,19925.0,2018,monitoring (2015-18)
34.57,26.49,80000.0,31425.0,2016,monitoring (2015-18)
30.9,19.03,105000.0,35000.0,2018,monitoring (2015-18)
20.22,9.93,109000.0,10000.0,2017,monitoring (2015-18)
1.73,23.88,80000.0,20000.0,2018,monitoring (2015-18)
22.39,30.99,38000.0,11050.0,2016,monitoring (2015-18)
12.78,8.24,150000.0,12000.0,2016,monitoring (2015-18)
21.98,23.99,35000.0,12600.0,2017,monitoring (2015-18)
16.2,30.65,52821.49,20000.0,2017,monitoring (2015-18)
18.62,19.99,64000.0,5500.0,2016,monitoring (2015-18)
33.63,29.67,120000.0,35000.0,2016,monitoring (2015-18)
34.29,22.9,64500.0,9000.0,2018,monitoring (2015-18)
18.45,24.85,82000.0,17000.0,2018,monitoring (2015-18)
10.64,6.49,120000.0,14000.0,2016,monitoring (2015-18)
18.98,22.35,93000.0,15000.0,2018,monitoring (2015-18)
18.03,18.25,75000.0,23500.0,2016,monitoring (2015-18)
5.63,8.59,42000.0,5000.0,2016,monitoring (2015-18)
37.4,30.79,31000.0,25000.0,2018,monitoring (2015-18)
17.74,30.89,42000.0,18900.0,2016,monitoring (2015-18)
25.79,23.99,70500.0,20000.0,2016,monitoring (2015-18)
11.34,13.49,65000.0,35000.0,2016,monitoring (2015-18)
20.71,13.99,55000.0,15000.0,2016,monitoring (2015-18)
32.55,26.31,8700.0,3125.0,2018,monitoring (2015-18)
20.86,15.05,33996.0,2000.0,2017,monitoring (2015-18)
25.45,24.99,55000.0,22000.0,2015,monitoring (2015-18)
8.17,29.99,185000.0,9600.0,2017,monitoring (2015-18)
28.32,18.06,30000.0,7200.0,2017,monitoring (2015-18)
31.11,19.92,110000.0,25000.0,2018,monitoring (2015-18)
6.98,26.49,87500.0,34725.0,2016,monitoring (2015-18)
31.85,18.25,80000.0,18000.0,2015,monitoring (2015-18)
26.66,25.29,49200.0,18675.0,2016,monitoring (2015-18)
19.9,11.55,120000.0,33000.0,2018,monitoring (2015-18)
27.57,30.84,67773.88,26925.0,2017,monitoring (2015-18)
21.97,16.55,93000.0,21000.0,2015,monitoring (2015-18)
12.98,6.46,108000.0,15000.0,2018,monitoring (2015-18)
18.43,29.96,81000.0,35000.0,2016,monitoring (2015-18)
21.88,16.55,69000.0,23175.0,2015,monitoring (2015-18)
28.99,16.49,45000.0,3500.0,2015,monitoring (2015-18)
24.89,6.99,84700.0,35000.0,2017,monitoring (2015-18)
16.26,15.61,35000.0,5000.0,2015,monitoring (2015-18)
5.75,19.03,34000.0,10000.0,2017,monitoring (2015-18)
12.69,7.99,150000.0,6100.0,2016,monitoring (2015-18)
17.73,7.49,300000.0,12000.0,2015,monitoring (2015-18)
3.69,7.35,41000.0,8000.0,2017,monitoring (2015-18)
27.77,22.74,86000.0,35000.0,2016,monitoring (2015-18)
21.09,14.08,80000.0,12500.0,2017,monitoring (2015-18)
27.42,30.79,53000.0,25000.0,2018,monitoring (2015-18)
12.69,13.49,42000.0,2800.0,2017,monitoring (2015-18)
11.31,27.34,80000.0,25000.0,2016,monitoring (2015-18)
25.4,13.49,30000.0,3500.0,2016,monitoring (2015-18)
25.61,20.0,70000.0,7200.0,2017,monitoring (2015-18)
10.17,7.39,280000.0,20000.0,2016,monitoring (2015-18)
12.36,30.89,76000.0,20000.0,2017,monitoring (2015-18)
22.08,16.99,50000.0,15000.0,2017,monitoring (2015-18)
25.09,28.72,62700.0,19000.0,2018,monitoring (2015-18)
25.28,15.02,45000.0,15000.0,2018,monitoring (2015-18)
20.06,9.44,59000.0,15000.0,2018,monitoring (2015-18)
16.49,5.32,106000.0,8000.0,2017,monitoring (2015-18)
12.81,30.65,54778.0,25000.0,2017,monitoring (2015-18)
34.43,21.67,38000.0,12000.0,2015,monitoring (2015-18)
15.99,29.69,77000.0,21600.0,2018,monitoring (2015-18)
19.42,7.99,60000.0,22000.0,2017,monitoring (2015-18)
15.82,11.99,114785.0,7200.0,2016,monitoring (2015-18)
68.56,28.72,40000.0,35000.0,2017,monitoring (2015-18)
4.51,27.34,65000.0,29625.0,2016,monitoring (2015-18)
24.93,10.78,90000.0,28000.0,2016,monitoring (2015-18)
25.81,20.75,71000.0,31225.0,2016,monitoring (2015-18)
10.37,8.24,50000.0,6000.0,2017,monitoring (2015-18)
23.01,21.49,225000.0,35000.0,2016,monitoring (2015-18)
15.43,16.91,36700.0,6000.0,2018,monitoring (2015-18)
17.6,14.99,24000.0,2000.0,2017,monitoring (2015-18)
12.43,30.75,75000.0,35000.0,2018,monitoring (2015-18)
28.42,30.84,103000.0,8250.0,2017,monitoring (2015-18)
20.98,20.99,120000.0,15575.0,2016,monitoring (2015-18)
18.78,19.92,68000.0,15000.0,2018,monitoring (2015-18)
23.23,9.75,30800.0,4800.0,2016,monitoring (2015-18)
13.5,29.69,53000.0,20125.0,2017,monitoring (2015-18)
29.74,7.97,36608.0,8000.0,2017,monitoring (2015-18)
19.72,30.79,87000.0,40000.0,2017,monitoring (2015-18)
32.17,30.75,50000.0,12700.0,2017,monitoring (2015-18)
17.83,18.54,50000.0,7650.0,2015,monitoring (2015-18)
24.67,6.97,63000.0,5150.0,2016,monitoring (2015-18)
27.35,23.88,86000.0,19800.0,2017,monitoring (2015-18)
38.62,25.44,120000.0,35475.0,2016,monitoring (2015-18)
32.22,24.49,60000.0,20050.0,2016,monitoring (2015-18)
18.33,7.34,40000.0,25000.0,2018,monitoring (2015-18)
17.69,11.99,66000.0,1200.0,2018,monitoring (2015-18)
15.46,14.08,68000.0,8000.0,2017,monitoring (2015-18)
33.74,6.49,60000.0,10000.0,2016,monitoring (2015-18)
15.02,12.73,140000.0,5000.0,2018,monitoring (2015-18)
16.55,13.59,110000.0,14000.0,2018,monitoring (2015-18)
20.83,11.53,125000.0,35000.0,2015,monitoring (2015-18)
33.52,15.99,110000.0,30000.0,2017,monitoring (2015-18)
14.51,28.88,91000.0,20000.0,2016,monitoring (2015-18)
19.13,18.25,80000.0,15000.0,2015,monitoring (2015-18)
9.49,24.5,120000.0,35000.0,2015,monitoring (2015-18)
31.38,12.61,54000.0,8000.0,2018,monitoring (2015-18)
18.7,7.21,72000.0,10000.0,2018,monitoring (2015-18)
21.08,22.39,74000.0,24000.0,2016,monitoring (2015-18)
17.25,9.92,45000.0,20000.0,2018,monitoring (2015-18)
8.45,7.99,74245.0,15000.0,2017,monitoring (2015-18)
42.21,18.06,45000.0,14000.0,2017,monitoring (2015-18)
20.93,16.29,36000.0,18000.0,2016,monitoring (2015-18)
3.06,5.31,53000.0,5200.0,2018,monitoring (2015-18)
17.37,13.99,87000.0,13200.0,2015,monitoring (2015-18)
16.04,30.89,83762.8,30000.0,2016,monitoring (2015-18)
35.54,16.99,130000.0,29800.0,2015,monitoring (2015-18)
25.49,29.69,94000.0,25150.0,2017,monitoring (2015-18)
47.29,28.34,39841.0,9650.0,2016,monitoring (2015-18)
16.46,10.99,100000.0,25000.0,2015,monitoring (2015-18)
15.02,9.17,35000.0,12000.0,2016,monitoring (2015-18)
9.4,12.99,130000.0,8000.0,2015,monitoring (2015-18)
32.26,13.66,60000.0,5000.0,2015,monitoring (2015-18)
18.83,30.79,29000.0,10000.0,2017,monitoring (2015-18)
24.89,11.99,102000.0,16000.0,2016,monitoring (2015-18)
27.2,24.85,30000.0,8000.0,2017,monitoring (2015-18)
29.42,7.49,72500.0,10000.0,2016,monitoring (2015-18)
14.82,7.84,32000.0,10000.0,2018,monitoring (2015-18)
33.32,15.59,60000.0,16000.0,2015,monitoring (2015-18)
22.93,23.4,36000.0,15000.0,2018,monitoring (2015-18)
33.75,24.49,72000.0,15675.0,2016,monitoring (2015-18)
12.68,8.38,85000.0,4500.0,2015,monitoring (2015-18)
16.29,7.56,120000.0,8250.0,2018,monitoring (2015-18)
26.14,13.06,50000.0,1500.0,2018,monitoring (2015-18)
17.91,26.3,140000.0,27000.0,2017,monitoring (2015-18)
10.49,24.99,78000.0,30000.0,2015,monitoring (2015-18)
18.95,13.67,96960.0,33000.0,2016,monitoring (2015-18)
16.3,25.88,26000.0,8175.0,2016,monitoring (2015-18)
10.77,13.59,140000.0,12000.0,2017,monitoring (2015-18)
31.87,28.18,39582.0,10800.0,2016,monitoring (2015-18)
12.41,30.99,198000.0,24000.0,2017,monitoring (2015-18)
25.41,13.59,49200.0,7000.0,2017,monitoring (2015-18)
16.21,8.24,57000.0,12000.0,2017,monitoring (2015-18)
25.35,30.84,190000.0,19200.0,2017,monitoring (2015-18)
22.98,10.49,55000.0,15000.0,2017,monitoring (2015-18)
11.66,27.88,105000.0,18000.0,2015,monitoring (2015-18)
16.51,28.34,50000.0,14000.0,2016,monitoring (2015-18)
34.93,10.49,56000.0,16000.0,2017,monitoring (2015-18)
33.26,30.65,35000.0,24100.0,2018,monitoring (2015-18)
19.79,9.49,80000.0,6600.0,2016,monitoring (2015-18)
17.13,9.16,120000.0,40000.0,2016,monitoring (2015-18)
15.12,28.88,72000.0,26475.0,2016,monitoring (2015-18)
2.76,13.06,50000.0,8000.0,2018,monitoring (2015-18)
25.33,10.91,84000.0,12000.0,2017,monitoring (2015-18)
3.89,13.56,90000.0,40000.0,2018,monitoring (2015-18)
25.77,16.29,125000.0,28000.0,2016,monitoring (2015-18)
23.39,13.49,70000.0,20000.0,2017,monitoring (2015-18)
7.01,11.39,78000.0,35000.0,2017,monitoring (2015-18)
25.42,27.31,33000.0,11875.0,2015,monitoring (2015-18)
17.99,11.48,120000.0,16000.0,2016,monitoring (2015-18)
13.62,11.99,147000.0,30000.0,2015,monitoring (2015-18)
15.3,10.91,56000.0,10000.0,2018,monitoring (2015-18)
20.92,6.99,60000.0,19200.0,2015,monitoring (2015-18)
38.98,16.99,44000.0,6725.0,2015,monitoring (2015-18)
24.46,30.65,92000.0,21000.0,2018,monitoring (2015-18)
,30.79,0.0,10000.0,2017,monitoring (2015-18)
26.05,25.88,75000.0,32000.0,2016,monitoring (2015-18)
34.0,24.85,30000.0,35000.0,2018,monitoring (2015-18)
39.01,30.79,50000.0,7000.0,2017,monitoring (2015-18)
22.15,28.72,164000.0,35000.0,2018,monitoring (2015-18)
30.79,24.99,55000.0,18700.0,2015,monitoring (2015-18)
28.57,28.69,60000.0,8000.0,2017,monitoring (2015-18)
30.97,27.34,115000.0,26300.0,2016,monitoring (2015-18)
17.92,18.55,72000.0,15000.0,2015,monitoring (2015-18)
20.91,30.84,40000.0,18000.0,2017,monitoring (2015-18)
17.48,11.39,55000.0,8000.0,2016,monitoring (2015-18)
15.63,18.99,50000.0,12000.0,2015,monitoring (2015-18)
15.03,11.99,75000.0,25000.0,2017,monitoring (2015-18)
28.42,17.99,74000.0,12000.0,2016,monitoring (2015-18)
10.11,8.59,125000.0,4000.0,2016,monitoring (2015-18)
13.57,6.97,87000.0,20000.0,2016,monitoring (2015-18)
30.29,17.57,36500.0,11225.0,2015,monitoring (2015-18)
23.71,23.99,53000.0,20000.0,2017,monitoring (2015-18)
23.05,30.79,35000.0,26600.0,2018,monitoring (2015-18)
34.15,13.99,55000.0,10000.0,2016,monitoring (2015-18)
23.52,16.14,32000.0,1500.0,2018,monitoring (2015-18)
33.86,25.11,42000.0,16000.0,2016,monitoring (2015-18)
12.8,20.89,175000.0,31225.0,2018,monitoring (2015-18)
22.17,11.8,57000.0,10000.0,2018,monitoring (2015-18)
23.39,11.39,63000.0,9600.0,2017,monitoring (2015-18)
20.47,12.99,36000.0,15825.0,2016,monitoring (2015-18)
31.56,27.31,40000.0,13425.0,2015,monitoring (2015-18)
25.17,30.94,80000.0,15000.0,2017,monitoring (2015-18)
14.47,22.99,125000.0,35000.0,2015,monitoring (2015-18)
7.83,11.99,40000.0,6500.0,2015,monitoring (2015-18)
20.11,23.99,45000.0,12000.0,2016,monitoring (2015-18)
5.54,23.87,55000.0,5000.0,2018,monitoring (2015-18)
8.09,30.89,66000.0,16075.0,2017,monitoring (2015-18)
15.39,5.32,53000.0,9000.0,2017,monitoring (2015-18)
27.2,19.42,62000.0,5000.0,2018,monitoring (2015-18)
11.17,30.79,79000.0,18000.0,2017,monitoring (2015-18)
44.82,28.99,52000.0,15375.0,2016,monitoring (2015-18)
20.88,7.89,70000.0,32000.0,2016,monitoring (2015-18)
38.18,20.99,26500.0,6500.0,2016,monitoring (2015-18)
29.36,16.91,64900.0,12000.0,2018,monitoring (2015-18)
14.51,12.05,80000.0,12000.0,2015,monitoring (2015-18)
28.53,16.01,88714.0,22500.0,2018,monitoring (2015-18)
13.31,8.39,100000.0,16800.0,2016,monitoring (2015-18)
21.31,6.49,48500.0,20000.0,2016,monitoring (2015-18)
12.62,7.97,33000.0,6000.0,2017,monitoring (2015-18)
16.31,16.55,70000.0,17650.0,2015,monitoring (2015-18)
19.37,10.49,90000.0,14000.0,2016,monitoring (2015-18)
29.31,28.72,130000.0,35000.0,2018,monitoring (2015-18)
18.56,7.59,52000.0,1500.0,2016,monitoring (2015-18)
11.88,11.39,40000.0,4000.0,2017,monitoring (2015-18)
16.14,25.44,29000.0,11525.0,2016,monitoring (2015-18)
8.13,6.24,40000.0,5000.0,2015,monitoring (2015-18)
36.7,14.85,80000.0,18000.0,2016,monitoring (2015-18)
37.32,21.99,25200.0,12600.0,2015,monitoring (2015-18)
33.21,30.65,64000.0,28000.0,2018,monitoring (2015-18)
25.53,8.39,37000.0,10000.0,2016,monitoring (2015-18)
33.97,19.99,52680.0,18950.0,2015,monitoring (2015-18)
24.24,19.99,60000.0,14325.0,2015,monitoring (2015-18)
8.99,12.29,160000.0,30000.0,2015,monitoring (2015-18)
5.89,9.92,160000.0,40000.0,2018,monitoring (2015-18)
4.01,19.99,56000.0,10000.0,2016,monitoring (2015-18)
15.9,7.07,60000.0,17000.0,2017,monitoring (2015-18)
26.05,23.88,45000.0,1200.0,2017,monitoring (2015-18)
17.7,28.72,28550.0,13400.0,2018,monitoring (2015-18)
19.5,16.99,40000.0,4000.0,2016,monitoring (2015-18)
17.16,13.99,60000.0,1200.0,2016,monitoring (2015-18)
1.27,26.24,85000.0,25000.0,2016,monitoring (2015-18)
20.5,30.99,50000.0,20000.0,2017,monitoring (2015-18)
5.44,19.99,43000.0,4000.0,2016,monitoring (2015-18)
22.87,26.3,54000.0,12000.0,2017,monitoring (2015-18)
10.77,13.49,118000.0,12000.0,2016,monitoring (2015-18)
37.52,18.55,45000.0,16250.0,2015,monitoring (2015-18)
22.95,19.99,55000.0,14100.0,2016,monitoring (2015-18)
5.6,7.26,107000.0,10700.0,2015,monitoring (2015-18)
0.71,8.81,84000.0,10000.0,2018,monitoring (2015-18)
14.01,28.99,34000.0,10200.0,2016,monitoring (2015-18)
31.63,28.99,71000.0,24125.0,2015,monitoring (2015-18)
21.48,16.02,58000.0,5000.0,2017,monitoring (2015-18)
17.93,5.32,110000.0,18000.0,2017,monitoring (2015-18)
18.11,20.89,90000.0,32000.0,2018,monitoring (2015-18)
6.12,10.49,30000.0,2800.0,2017,monitoring (2015-18)
33.91,30.79,42000.0,38000.0,2017,monitoring (2015-18)
6.58,5.32,120000.0,15000.0,2017,monitoring (2015-18)
86.85,10.47,9500.0,14400.0,2018,monitoring (2015-18)
18.59,13.56,121600.0,22800.0,2018,monitoring (2015-18)
18.96,17.09,51000.0,12000.0,2018,monitoring (2015-18)
4.29,5.32,50000.0,4000.0,2018,monitoring (2015-18)
22.24,20.99,45000.0,18000.0,2015,monitoring (2015-18)
30.35,24.37,71040.0,12000.0,2018,monitoring (2015-18)
32.41,6.49,50300.0,6400.0,2016,monitoring (2015-18)
6.43,22.35,70000.0,12875.0,2016,monitoring (2015-18)
3.12,17.86,50000.0,12000.0,2015,monitoring (2015-18)
15.08,11.47,160000.0,16400.0,2016,monitoring (2015-18)
20.03,17.09,35000.0,15000.0,2017,monitoring (2015-18)
19.69,17.99,42000.0,18000.0,2016,monitoring (2015-18)
31.06,25.44,60000.0,25200.0,2016,monitoring (2015-18)
25.72,30.79,120000.0,28000.0,2018,monitoring (2015-18)
29.63,10.49,58200.0,13425.0,2016,monitoring (2015-18)
1.4,7.59,210000.0,1000.0,2016,monitoring (2015-18)
10.98,11.47,40000.0,7000.0,2016,monitoring (2015-18)
23.83,25.82,105000.0,28425.0,2017,monitoring (2015-18)
23.35,30.79,57000.0,13325.0,2017,monitoring (2015-18)
6.86,15.04,60000.0,6000.0,2018,monitoring (2015-18)
18.35,30.79,80000.0,20000.0,2018,monitoring (2015-18)
17.6,16.01,75000.0,30000.0,2018,monitoring (2015-18)
18.64,6.99,85000.0,12000.0,2017,monitoring (2015-18)
5.95,9.44,200000.0,6000.0,2017,monitoring (2015-18)
3.02,9.49,27000.0,3500.0,2016,monitoring (2015-18)
22.75,29.69,53068.0,5125.0,2017,monitoring (2015-18)
11.58,23.99,150000.0,28000.0,2015,monitoring (2015-18)
22.7,24.5,63031.0,7150.0,2015,monitoring (2015-18)
20.44,15.02,51680.0,20000.0,2018,monitoring (2015-18)
10.75,16.99,48000.0,7000.0,2016,monitoring (2015-18)
11.16,16.99,50000.0,19000.0,2017,monitoring (2015-18)
39.07,22.45,55000.0,19800.0,2016,monitoring (2015-18)
10.85,13.56,68000.0,7200.0,2018,monitoring (2015-18)
29.91,30.89,89440.0,17000.0,2017,monitoring (2015-18)
9.7,12.73,93000.0,20000.0,2018,monitoring (2015-18)
14.12,19.99,60000.0,20000.0,2016,monitoring (2015-18)
8.18,5.32,165000.0,25000.0,2016,monitoring (2015-18)
20.29,15.05,85000.0,37500.0,2017,monitoring (2015-18)
15.12,7.89,65000.0,16000.0,2015,monitoring (2015-18)
65.87,18.94,36000.0,32500.0,2018,monitoring (2015-18)
5.41,7.21,81000.0,27200.0,2017,monitoring (2015-18)
14.83,7.26,67000.0,11000.0,2015,monitoring (2015-18)
12.03,6.08,55000.0,12500.0,2017,monitoring (2015-18)
28.49,30.74,100000.0,29775.0,2016,monitoring (2015-18)
12.78,24.99,40000.0,12000.0,2016,monitoring (2015-18)
3.58,13.33,75000.0,8000.0,2015,monitoring (2015-18)
21.75,30.89,20800.0,4000.0,2017,monitoring (2015-18)
4.8,5.32,55000.0,5500.0,2016,monitoring (2015-18)
16.7,21.99,120000.0,35000.0,2015,monitoring (2015-18)
21.47,16.14,45000.0,10000.0,2018,monitoring (2015-18)
19.89,18.99,75000.0,18000.0,2016,monitoring (2015-18)
25.52,27.49,91000.0,28900.0,2016,monitoring (2015-18)
27.63,17.97,13600.0,6000.0,2018,monitoring (2015-18)
7.4,5.32,115000.0,13200.0,2017,monitoring (2015-18)
80.07,29.69,28000.0,10875.0,2018,monitoring (2015-18)
20.15,25.49,180000.0,28000.0,2017,monitoring (2015-18)
25.26,30.79,40000.0,20000.0,2017,monitoring (2015-18)
23.61,6.11,70000.0,10000.0,2018,monitoring (2015-18)
12.06,30.84,91000.0,20000.0,2017,monitoring (2015-18)
19.91,24.49,31044.0,10775.0,2016,monitoring (2015-18)
11.55,11.99,50000.0,4800.0,2017,monitoring (2015-18)
25.9,23.88,100000.0,30000.0,2017,monitoring (2015-18)
18.62,18.25,110000.0,40000.0,2016,monitoring (2015-18)
34.26,17.97,80000.0,27775.0,2016,monitoring (2015-18)
30.94,30.17,88000.0,12000.0,2017,monitoring (2015-18)
28.35,28.69,80000.0,13400.0,2017,monitoring (2015-18)
28.44,29.67,70000.0,21000.0,2016,monitoring (2015-18)
16.08,6.24,65000.0,25000.0,2015,monitoring (2015-18)
22.8,18.99,57000.0,7550.0,2016,monitoring (2015-18)
35.94,23.4,40000.0,16600.0,2018,monitoring (2015-18)
27.51,30.79,66700.0,14625.0,2018,monitoring (2015-18)
24.3,10.42,63006.0,18500.0,2018,monitoring (2015-18)
13.24,19.48,90000.0,35000.0,2016,monitoring (2015-18)
14.56,9.75,105000.0,6000.0,2016,monitoring (2015-18)
40.37,30.99,25000.0,26450.0,2017,monitoring (2015-18)
20.17,17.99,44501.0,7375.0,2017,monitoring (2015-18)
43.02,9.93,100000.0,8000.0,2017,monitoring (2015-18)
15.43,14.08,55000.0,12000.0,2017,monitoring (2015-18)
22.99,28.18,58000.0,15300.0,2016,monitoring (2015-18)
23.57,30.84,50000.0,21000.0,2017,monitoring (2015-18)
20.75,16.29,45000.0,6650.0,2016,monitoring (2015-18)
13.76,5.32,67500.0,8800.0,2017,monitoring (2015-18)
21.6,23.99,63000.0,26375.0,2015,monitoring (2015-18)
6.72,7.49,80000.0,8400.0,2015,monitoring (2015-18)
1.5,5.32,60000.0,20000.0,2016,monitoring (2015-18)
15.68,28.99,44011.0,11800.0,2016,monitoring (2015-18)
13.86,16.99,26500.0,10600.0,2016,monitoring (2015-18)
5.17,10.41,101500.0,8500.0,2018,monitoring (2015-18)
38.61,17.47,53000.0,24000.0,2018,monitoring (2015-18)
11.38,10.42,50000.0,10000.0,2018,monitoring (2015-18)
20.08,21.45,95000.0,12000.0,2017,monitoring (2015-18)
25.79,22.9,17545.0,10000.0,2018,monitoring (2015-18)
3.23,13.99,13000.0,3500.0,2015,monitoring (2015-18)
20.67,7.21,144000.0,12000.0,2017,monitoring (2015-18)
20.26,30.74,69000.0,20000.0,2016,monitoring (2015-18)
13.93,11.47,43000.0,5500.0,2016,monitoring (2015-18)
27.82,20.39,62000.0,3600.0,2018,monitoring (2015-18)
21.78,14.49,40000.0,12000.0,2016,monitoring (2015-18)
11.72,10.91,42500.0,6000.0,2017,monitoring (2015-18)
13.11,9.93,50000.0,15000.0,2017,monitoring (2015-18)
51.97,22.9,50000.0,3000.0,2018,monitoring (2015-18)
10.04,25.8,60000.0,21600.0,2015,monitoring (2015-18)
13.96,11.49,130000.0,35000.0,2016,monitoring (2015-18)
29.24,30.99,80000.0,6400.0,2017,monitoring (2015-18)
30.89,23.88,121000.0,30000.0,2017,monitoring (2015-18)
30.64,16.29,125000.0,31200.0,2016,monitoring (2015-18)
20.89,11.49,79000.0,36000.0,2016,monitoring (2015-18)
15.25,26.3,76000.0,14000.0,2017,monitoring (2015-18)
10.08,6.72,30000.0,4000.0,2018,monitoring (2015-18)
17.41,14.08,65000.0,28000.0,2018,monitoring (2015-18)
10.32,7.49,30000.0,10000.0,2016,monitoring (2015-18)
13.19,13.67,80000.0,13250.0,2016,monitoring (2015-18)
7.94,16.02,60000.0,15000.0,2017,monitoring (2015-18)
33.54,22.91,82000.0,15000.0,2017,monitoring (2015-18)
,28.72,10776.0,20000.0,2017,monitoring (2015-18)
12.93,25.89,36000.0,10725.0,2015,monitoring (2015-18)
